last_updated_epoch,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index
1693021420,1482.0,5.9,25.4,2.9,176.1,228.6,5,10
1693021421,213.6,48.6,2.4,2.5,15.5,34.1,2,2
1693021422,260.4,44.0,3.2,1.1,28.2,53.1,2,3
1693021423,217.0,51.5,1.3,0.4,12.1,26.7,1,2
1693021424,507.4,97.3,3.8,6.5,119.8,148.6,4,10
1693021425,210.3,47.2,1.5,0.8,12.0,27.2,1,2
1693021426,307.1,50.1,6.9,1.4,27.0,50.5,2,3
1693021427,243.7,60.1,2.3,0.5,20.5,41.3,2,2
1693021428,220.3,63.7,1.5,1.6,19.4,40.2,2,2
1693021429,200.3,65.8,0.1,0.1,8.1,18.3,1,1
1693021430,223.6,40.1,2.4,0.3,12.0,23.7,1,2
1693021431,195.3,63.7,0.2,0.2,8.5,24.9,1,1
1693021432,205.3,65.8,0.5,0.3,18.0,40.9,2,2
1693021433,205.3,65.8,0.5,0.3,18.0,40.9,2,2
1693021434,203.6,63.7,4.1,3.9,11.5,28.0,1,1
1693021435,193.6,63.7,0.4,0.1,10.0,22.7,1,1
1693021436,205.3,78.7,0.1,0.1,18.3,42.5,2,2
1693021437,2162.9,0.0,33.9,2.0,143.6,175.8,4,10
1693021438,205.3,55.1,2.8,2.9,14.7,32.6,1,2
1693021439,380.5,42.2,6.4,1.6,39.4,68.0,2,4
1693021440,205.3,78.7,0.1,0.1,18.3,42.5,2,2
1693021441,814.4,14.5,10.5,1.3,120.5,155.2,4,10
1693021442,1028.1,31.8,15.9,5.5,173.1,212.6,5,10
1693021443,934.6,7.4,18.0,3.5,205.4,249.1,5,10
1693021444,554.1,59.4,4.9,1.8,73.6,86.0,4,10
1693021445,440.6,28.3,7.2,1.3,29.4,33.5,2,3
1693021446,1028.1,24.3,13.5,5.1,224.2,257.3,5,10
1693021447,627.5,3.4,11.1,0.5,77.2,105.9,4,10
1693021448,881.2,8.4,19.5,2.7,88.7,120.7,4,10
1693021449,727.7,11.3,12.3,2.3,145.8,180.1,4,10
1693021450,413.9,52.9,6.4,2.0,55.7,75.2,3,7
1693021451,921.3,7.8,19.7,5.5,117.5,165.2,4,10
1693021452,520.7,16.5,12.2,2.1,75.3,97.6,4,10
1693021453,714.3,9.0,10.3,0.9,32.9,43.3,2,3
1693021454,807.8,0.2,10.5,2.4,48.2,64.2,3,6
1693021455,507.4,5.4,5.8,1.0,22.3,25.6,2,2
1693021456,554.1,5.6,5.9,0.8,70.2,73.5,4,9
1693021457,567.4,12.5,6.5,1.5,44.1,49.3,3,5
1693021458,480.7,20.7,3.2,0.8,48.9,52.9,3,6
1693021459,474.0,22.5,1.9,0.5,45.2,48.2,3,5
1693021460,640.9,87.3,1.6,1.6,82.4,85.5,4,10
1693021461,727.7,11.2,8.3,0.9,50.8,57.4,3,6
1693021462,454.0,8.9,3.9,0.3,31.4,32.2,2,3
1693021463,694.3,8.1,9.5,2.1,23.6,31.5,2,2
1693021464,701.0,8.6,7.5,1.8,27.3,39.5,2,3
1693021465,767.7,6.3,11.3,2.6,45.4,61.9,3,5
1693021466,640.9,9.7,7.5,0.7,26.7,33.7,2,3
1693021467,667.6,11.4,4.7,1.0,56.8,64.7,3,7
1693021468,634.2,18.6,9.4,1.8,30.5,39.2,2,3
1693021469,454.0,10.3,3.2,0.4,26.9,28.4,2,3
1693021470,567.4,12.5,6.5,1.5,44.1,49.3,3,5
1693021471,781.1,12.3,14.7,3.8,109.8,130.3,4,10
1693021472,567.4,12.5,6.5,1.5,44.1,49.3,3,5
1693021473,1188.3,3.1,15.1,2.9,105.6,118.4,4,10
1693021474,741.0,12.3,10.1,2.6,27.3,38.8,2,3
1693021475,614.2,11.8,6.9,1.9,19.8,29.0,2,2
1693021476,574.1,14.3,6.3,1.4,17.9,25.4,2,2
1693021477,801.1,13.6,7.8,2.8,78.7,88.9,4,10
1693021478,701.0,8.6,7.5,1.8,27.3,39.5,2,3
1693021479,297.1,50.8,3.4,1.1,48.3,74.1,3,6
1693021480,1054.8,18.4,10.1,3.1,112.5,126.2,4,10
1693021481,821.1,15.0,6.3,1.5,36.8,46.4,2,4
1693021482,1321.8,24.3,14.2,5.8,146.9,166.4,4,10
1693021483,727.7,11.2,8.3,0.9,50.8,57.4,3,6
1693021484,380.5,78.0,4.5,3.5,30.7,42.3,2,3
1693021485,847.8,15.9,10.7,2.6,40.1,51.8,2,4
1693021486,2269.8,0.0,17.3,4.4,228.3,279.6,5,10
1693021487,2216.3,0.0,20.6,5.6,244.2,272.4,5,10
1693021488,1295.1,17.7,14.4,4.1,139.0,161.3,4,10
1693021489,1602.2,0.1,11.7,2.4,223.1,273.5,5,10
1693021490,2323.2,0.0,20.6,4.4,200.9,250.3,5,10
1693021491,847.8,15.9,10.7,2.6,40.1,51.8,2,4
1693021492,1081.5,14.1,13.2,4.4,105.2,119.3,4,10
1693021493,540.7,34.0,2.7,3.9,86.7,88.0,4,10
1693021494,907.9,88.7,8.2,10.0,113.3,122.1,4,10
1693021495,1094.8,69.4,9.8,9.2,140.2,151.5,4,10
1693021496,867.8,7.9,10.9,2.5,111.9,136.9,4,10
1693021497,1401.9,15.4,18.3,5.8,104.4,120.8,4,10
1693021498,1401.9,15.4,18.3,5.8,104.4,120.8,4,10
1693021499,1295.1,17.7,14.4,4.1,139.0,161.3,4,10
1693021500,1174.9,23.3,17.7,10.0,104.7,124.6,4,10
1693021501,1121.5,14.8,13.0,2.6,92.4,104.8,4,10
1693021502,1174.9,23.3,17.7,10.0,104.7,124.6,4,10
1693021503,654.2,8.8,7.9,2.1,21.6,31.5,2,2
1693021504,1535.4,0.3,43.9,7.6,110.5,161.4,4,10
1693021505,1295.1,0.6,15.9,1.6,206.1,242.5,5,10
1693021506,1228.3,0.4,39.1,2.8,72.6,124.3,4,10
1693021507,1094.8,7.8,29.5,2.3,99.3,152.6,4,10
1693021508,290.4,80.1,5.5,1.7,31.1,61.4,2,3
1693021509,1335.1,7.3,26.7,2.5,157.6,199.9,5,10
1693021510,1602.2,0.2,31.2,5.6,178.5,251.2,5,10
1693021511,1375.2,11.6,26.7,2.7,145.0,181.0,4,10
1693021512,1535.4,0.8,28.5,1.7,152.0,201.1,5,10
1693021513,1321.8,19.5,23.7,3.3,149.9,191.0,4,10
1693021514,347.1,75.1,7.6,1.9,35.1,61.4,2,3
1693021515,934.6,3.2,20.7,1.3,95.0,156.2,4,10
1693021516,4432.7,0.0,78.1,44.4,283.2,386.0,6,10
1693021517,841.1,14.3,17.7,1.9,86.8,138.5,4,10
1693021518,948.0,9.5,24.0,1.6,71.0,116.5,4,10
1693021519,323.8,76.5,7.1,1.6,33.1,59.3,2,3
1693021520,934.6,8.0,21.4,1.6,91.2,133.1,4,10
1693021521,1976.0,10.4,28.8,3.4,247.2,302.1,5,10
1693021522,1094.8,10.4,26.1,2.5,153.4,194.3,5,10
1693021523,587.5,2.4,14.2,1.7,26.2,32.0,2,3
1693021524,243.7,55.1,0.3,0.2,1.4,2.7,1,1
1693021525,487.3,3.1,4.7,0.4,40.7,43.3,3,4
1693021526,447.3,25.8,9.5,5.0,42.1,57.7,3,5
1693021527,487.3,3.1,4.7,0.4,40.7,43.3,3,4
1693021528,277.0,14.5,5.1,0.3,3.7,5.2,1,1
1693021529,467.3,10.4,5.5,1.8,11.1,13.6,1,1
1693021530,494.0,8.9,6.3,3.3,14.3,15.9,1,2
1693021531,433.9,16.3,5.0,1.0,7.9,11.2,1,1
1693021532,317.1,22.7,2.4,0.8,3.4,4.1,1,1
1693021533,480.7,1.3,5.1,1.2,17.6,21.8,2,2
1693021534,337.1,15.0,2.0,0.3,5.9,7.5,1,1
1693021535,440.6,0.1,6.2,1.0,11.6,15.7,1,1
1693021536,1735.7,17.7,51.4,17.9,250.8,298.4,6,10
1693021537,467.3,10.4,5.5,1.8,11.1,13.6,1,1
1693021538,333.8,4.8,0.8,0.3,12.3,15.7,1,2
1693021539,290.4,5.0,2.5,0.3,28.4,39.3,2,3
1693021540,370.5,4.5,2.8,0.3,6.0,7.5,1,1
1693021541,440.6,0.1,6.2,1.0,11.6,15.7,1,1
1693021542,467.3,10.4,5.5,1.8,11.1,13.6,1,1
1693021543,390.5,9.7,3.3,0.6,5.9,7.8,1,1
1693021544,410.6,3.9,4.8,0.9,8.6,9.9,1,1
1693021545,467.3,10.4,5.5,1.8,11.1,13.6,1,1
1693021546,367.2,3.4,3.2,0.5,7.0,8.6,1,1
1693021547,1028.1,31.8,15.9,5.5,173.1,212.6,5,10
1693021548,267.0,42.6,7.7,6.0,8.5,15.4,1,1
1693021549,560.8,40.1,13.5,7.8,42.6,55.1,3,5
1693021550,560.8,8.0,11.8,2.6,32.3,52.5,2,3
1693021551,227.0,7.4,0.7,0.0,2.1,2.2,1,1
1693021552,190.3,2.6,0.7,0.0,2.2,2.6,1,1
1693021553,190.3,2.6,0.7,0.0,2.2,2.6,1,1
1693021554,227.0,7.4,0.7,0.0,2.1,2.2,1,1
1693021555,223.6,1.7,1.2,0.2,2.7,3.2,1,1
1693021556,223.6,1.7,1.2,0.2,2.7,3.2,1,1
1693021557,587.5,2.4,14.2,1.7,26.2,32.0,2,3
1693021558,323.8,4.6,10.5,0.4,6.6,7.3,1,1
1693021559,467.3,0.0,17.1,1.5,10.3,11.8,1,1
1693021560,1241.7,31.5,18.3,16.9,119.1,129.1,4,10
1693021561,383.9,0.6,5.9,0.3,14.7,16.2,1,2
1693021562,340.5,12.0,3.4,0.8,10.6,12.1,1,1
1693021563,340.5,12.0,3.4,0.8,10.6,12.1,1,1
1693021564,340.5,12.0,3.4,0.8,10.6,12.1,1,1
1693021565,330.5,2.8,2.8,2.4,6.6,7.6,1,1
1693021566,310.4,0.5,1.3,0.2,12.7,14.6,1,2
1693021567,310.4,0.5,1.3,0.2,12.7,14.6,1,2
1693021568,237.0,1.7,2.5,0.5,7.0,8.3,1,1
1693021569,360.5,12.2,2.0,1.2,6.7,6.9,1,1
1693021570,360.5,3.4,3.0,0.2,11.0,11.9,1,1
1693021571,273.7,2.5,5.1,0.9,9.4,11.2,1,1
1693021572,360.5,12.2,2.0,1.2,6.7,6.9,1,1
1693021573,327.1,29.0,3.4,1.5,22.9,25.5,2,2
1693021574,323.8,28.3,3.2,1.4,20.5,23.0,2,2
1693021575,357.2,9.6,1.8,0.5,10.9,12.3,1,1
1693021576,390.5,34.0,8.6,0.8,15.3,18.8,1,2
1693021577,420.6,42.2,1.3,0.7,43.7,45.9,3,5
1693021578,814.4,0.9,8.0,0.7,58.9,64.0,3,7
1693021579,507.4,12.3,3.8,0.6,51.5,54.7,3,6
1693021580,337.1,9.3,1.3,0.2,60.9,67.4,3,8
1693021581,727.7,3.6,12.5,1.1,89.0,102.0,4,10
1693021582,500.7,36.8,6.9,2.4,80.1,96.4,4,10
1693021583,1442.0,11.4,20.1,3.9,289.8,332.7,6,10
1693021584,407.2,29.0,1.3,0.5,47.8,50.2,3,5
1693021585,277.0,80.8,3.4,2.2,23.7,46.1,2,2
1693021586,614.2,0.3,23.7,45.3,76.6,95.8,4,10
1693021587,867.8,26.5,20.1,2.9,127.7,159.3,4,10
1693021588,474.0,40.1,10.7,0.6,61.3,86.8,3,8
1693021589,1335.1,0.1,20.6,3.0,134.0,144.4,4,10
1693021590,540.7,8.4,4.9,2.0,65.0,69.2,3,9
1693021591,727.7,3.6,12.5,1.1,89.0,102.0,4,10
1693021592,727.7,3.6,12.5,1.1,89.0,102.0,4,10
1693021593,474.0,15.6,4.6,0.9,41.9,43.9,3,4
1693021594,627.5,12.9,6.8,1.6,57.8,60.3,3,7
1693021595,454.0,10.3,3.2,0.4,26.9,28.4,2,3
1693021596,1335.1,0.1,20.6,3.0,134.0,144.4,4,10
1693021597,540.7,8.4,4.9,2.0,65.0,69.2,3,9
1693021598,761.0,71.5,6.3,4.3,159.5,180.0,5,10
1693021599,761.0,62.2,3.5,2.4,218.3,239.6,5,10
1693021600,567.4,23.6,0.9,1.0,205.9,226.2,5,10
1693021601,176.9,75.1,0.2,0.2,11.8,14.5,1,1
1693021602,787.7,30.4,9.4,2.4,205.3,236.9,5,10
1693021603,1094.8,43.6,17.3,7.2,223.7,256.4,5,10
1693021604,660.9,59.4,9.1,5.3,139.2,156.7,4,10
1693021605,600.8,85.8,4.7,4.7,138.8,154.7,4,10
1693021606,257.0,47.9,1.4,0.4,19.5,21.7,2,2
1693021607,567.4,23.6,0.9,1.0,205.9,226.2,5,10
1693021608,195.3,46.5,1.5,0.5,9.8,13.5,1,1
1693021609,373.8,30.0,2.5,0.7,80.1,97.9,4,10
1693021610,527.4,9.7,13.9,2.0,27.3,48.7,2,3
1693021611,500.7,18.2,7.7,3.0,36.4,51.7,2,4
1693021612,280.4,52.2,4.9,2.6,15.1,29.2,1,2
1693021613,467.3,36.5,12.2,3.4,28.1,49.7,2,3
1693021614,454.0,29.3,11.3,6.6,24.8,38.4,2,3
1693021615,280.4,53.6,5.7,2.0,16.2,26.9,2,2
1693021616,333.8,20.9,3.1,0.6,28.1,36.0,2,3
1693021617,290.4,52.2,3.3,2.9,19.4,40.6,2,2
1693021618,694.3,5.4,14.7,3.2,42.5,57.8,3,5
1693021619,707.6,0.8,10.2,2.4,45.9,65.7,3,5
1693021620,507.4,18.1,8.4,3.1,38.4,53.4,2,4
1693021621,534.1,30.0,11.1,7.3,47.2,65.2,3,5
1693021622,560.8,16.8,9.3,4.2,36.8,49.5,2,4
1693021623,191.9,59.4,0.0,0.0,9.2,28.4,1,1
1693021624,433.9,83.0,3.1,1.0,84.1,106.8,4,10
1693021625,1495.4,0.0,21.1,3.9,125.5,136.0,4,10
1693021626,948.0,1.3,14.6,2.4,41.2,51.9,3,4
1693021627,1241.7,31.5,18.3,16.9,119.1,129.1,4,10
1693021628,934.6,2.1,14.6,2.8,35.3,42.3,2,3
1693021629,423.9,41.1,5.5,0.9,11.4,12.2,1,1
1693021630,560.8,13.4,8.7,2.4,15.9,21.6,2,2
1693021631,854.5,11.4,7.0,1.2,70.0,75.5,4,9
1693021632,1241.7,31.5,18.3,16.9,119.1,129.1,4,10
1693021633,1401.9,0.1,15.1,2.4,130.3,142.2,4,10
1693021634,1068.1,1.4,12.9,1.3,55.4,73.6,3,7
1693021635,1895.9,0.0,9.6,19.8,126.0,153.9,4,10
1693021636,420.6,7.2,4.6,0.6,8.1,12.5,1,1
1693021637,1615.5,12.0,27.4,13.7,157.7,184.5,5,10
1693021638,934.6,43.3,35.3,4.4,128.7,150.5,4,10
1693021639,934.6,43.3,35.3,4.4,128.7,150.5,4,10
1693021640,1668.9,10.4,26.4,3.8,236.1,286.3,5,10
1693021641,1575.5,37.9,20.1,6.3,206.3,244.1,5,10
1693021642,2723.7,7.1,44.6,3.0,263.1,306.6,6,10
1693021643,2056.1,19.3,26.7,3.8,217.9,261.3,5,10
1693021644,1468.7,3.1,28.1,2.6,160.4,200.3,5,10
1693021645,1255.0,0.7,19.9,0.9,127.3,183.2,4,10
1693021646,1735.7,61.5,15.4,5.6,267.4,309.7,6,10
1693021647,1308.4,41.5,22.3,4.7,180.2,217.9,5,10
1693021648,1976.0,55.1,46.6,29.1,276.8,327.7,6,10
1693021649,2216.3,10.8,41.8,6.3,271.2,320.7,6,10
1693021650,961.3,27.2,16.5,1.6,101.4,153.4,4,10
1693021651,1081.5,52.9,16.5,5.4,148.8,183.6,4,10
1693021652,1201.6,98.7,17.1,15.5,236.0,280.2,5,10
1693021653,867.8,26.5,20.1,2.9,127.7,159.3,4,10
1693021654,1094.8,65.8,15.8,4.6,161.0,198.0,5,10
1693021655,821.1,16.5,14.4,0.9,72.9,118.4,4,10
1693021656,1348.5,20.6,24.3,3.4,165.9,202.4,5,10
1693021657,353.8,37.6,8.6,1.1,11.8,18.3,1,1
1693021658,347.1,35.4,8.5,1.6,16.5,26.0,2,2
1693021659,654.2,0.0,14.6,0.8,68.4,97.3,4,9
1693021660,303.8,12.5,8.7,1.4,11.9,14.9,1,1
1693021661,290.4,18.8,6.4,0.8,7.1,8.4,1,1
1693021662,220.3,30.8,2.8,0.2,5.7,6.3,1,1
1693021663,694.3,3.6,21.9,0.8,71.9,95.5,4,10
1693021664,423.9,31.8,9.7,0.8,23.1,29.7,2,2
1693021665,297.1,17.9,6.6,0.6,9.7,13.0,1,1
1693021666,397.2,45.8,6.0,2.2,72.4,105.1,4,10
1693021667,520.7,6.5,15.3,1.2,67.5,98.2,4,9
1693021668,370.5,13.2,9.8,0.7,14.0,17.1,1,2
1693021669,203.6,70.8,0.2,0.1,13.1,21.1,1,2
1693021670,667.6,13.4,17.0,1.0,80.6,99.3,4,10
1693021671,260.4,23.6,3.8,0.2,8.3,11.4,1,1
1693021672,233.7,27.9,3.3,0.1,6.3,7.1,1,1
1693021673,343.8,21.5,9.3,0.7,11.1,14.2,1,1
1693021674,363.8,31.5,6.8,0.8,10.9,14.0,1,1
1693021675,300.4,33.6,4.9,0.8,8.2,9.2,1,1
1693021676,267.0,21.6,3.5,0.5,13.4,18.4,1,2
1693021677,363.8,17.2,9.7,0.7,15.1,18.6,1,2
1693021678,307.1,66.5,3.0,3.2,64.1,91.3,3,8
1693021679,357.2,27.9,5.6,0.5,33.2,50.2,2,3
1693021680,367.2,42.9,4.8,0.8,61.5,88.9,3,8
1693021681,574.1,7.2,13.4,1.3,68.6,97.3,4,9
1693021682,317.1,65.1,3.3,0.8,55.0,84.5,3,7
1693021683,283.7,18.1,4.3,0.8,22.9,32.1,2,2
1693021684,373.8,44.4,5.7,3.4,58.3,78.7,3,7
1693021685,413.9,30.8,7.8,4.2,83.8,108.7,4,10
1693021686,337.1,40.4,4.5,0.7,62.0,84.5,3,8
1693021687,383.9,50.1,4.8,4.2,69.5,93.1,4,9
1693021688,407.2,27.9,7.8,1.5,66.8,89.0,4,9
1693021689,313.8,60.8,4.5,8.5,76.2,107.3,4,10
1693021690,330.5,19.3,4.4,0.9,49.3,57.2,3,6
1693021691,340.5,7.5,4.9,0.9,28.2,35.5,2,3
1693021692,307.1,66.5,3.0,3.2,64.1,91.3,3,8
1693021693,514.0,12.2,24.7,15.0,59.6,74.5,3,8
1693021694,390.5,42.2,6.5,1.7,66.0,89.0,4,9
1693021695,327.1,41.8,6.9,6.4,51.0,80.9,3,6
1693021696,223.6,63.7,1.0,0.3,22.1,47.2,2,2
1693021697,323.8,44.7,5.1,5.2,45.5,66.0,3,5
1693021698,287.1,85.1,2.8,5.9,51.4,79.2,3,6
1693021699,363.8,37.9,6.4,3.9,64.1,89.0,3,8
1693021700,407.2,7.2,5.5,0.8,53.3,76.6,3,6
1693021701,397.2,41.5,5.8,0.7,62.9,91.2,3,8
1693021702,313.8,45.8,3.9,0.8,49.1,74.4,3,6
1693021703,534.1,13.2,12.9,4.5,38.2,118.8,2,4
1693021704,310.4,14.3,5.9,0.8,27.0,51.7,2,3
1693021705,3685.0,0.0,89.1,86.8,239.9,323.0,5,10
1693021706,357.2,41.5,4.5,2.9,46.7,65.8,3,5
1693021707,433.9,83.0,3.1,1.0,84.1,106.8,4,10
1693021708,600.8,34.7,2.9,1.4,78.0,81.4,4,10
1693021709,467.3,8.1,4.9,0.4,83.6,95.0,4,10
1693021710,587.5,52.2,3.9,4.5,63.4,65.3,3,8
1693021711,1068.1,0.5,14.1,3.1,139.8,172.3,4,10
1693021712,774.4,9.9,9.7,1.0,111.9,138.9,4,10
1693021713,534.1,6.5,3.0,0.7,59.4,69.9,3,8
1693021714,337.1,9.3,1.3,0.2,60.9,67.4,3,8
1693021715,867.8,5.9,9.4,2.0,73.6,80.7,4,10
1693021716,580.8,68.0,4.0,6.7,57.1,60.9,3,7
1693021717,747.7,7.1,10.0,2.6,121.1,133.4,4,10
1693021718,534.1,19.7,5.5,0.8,86.9,108.3,4,10
1693021719,747.7,7.1,10.0,2.6,121.1,133.4,4,10
1693021720,600.8,34.7,2.9,1.4,78.0,81.4,4,10
1693021721,794.4,40.1,11.7,5.6,113.1,132.5,4,10
1693021722,447.3,10.2,5.4,0.8,86.2,108.6,4,10
1693021723,654.2,23.6,8.0,3.2,84.8,86.9,4,10
1693021724,660.9,19.9,5.4,1.4,43.1,46.3,3,5
1693021725,520.7,31.1,4.5,2.7,81.7,82.9,4,10
1693021726,440.6,6.4,8.2,0.5,83.7,98.9,4,10
1693021727,554.1,24.0,4.4,0.9,59.7,62.1,3,8
1693021728,230.3,87.3,2.4,1.1,22.2,56.6,2,2
1693021729,213.6,70.8,0.7,0.3,33.6,96.0,2,3
1693021730,227.0,78.7,2.5,0.7,20.2,50.2,2,2
1693021731,413.9,30.4,9.3,1.0,35.2,75.9,2,3
1693021732,230.3,76.5,2.1,0.8,21.5,56.4,2,2
1693021733,193.6,74.4,0.8,0.9,24.0,69.6,2,3
1693021734,293.7,57.9,5.0,1.0,32.2,80.4,2,3
1693021735,263.7,74.4,3.9,1.3,22.4,48.4,2,2
1693021736,233.7,81.5,2.3,1.2,23.4,62.4,2,2
1693021737,212.0,75.1,1.5,2.4,27.7,81.9,2,3
1693021738,263.7,74.4,1.7,0.4,25.5,44.3,2,3
1693021739,310.4,50.1,5.8,1.0,24.1,36.7,2,3
1693021740,253.7,69.4,3.6,1.3,18.6,34.2,2,2
1693021741,293.7,62.2,4.5,0.9,22.3,35.4,2,2
1693021742,273.7,76.5,6.1,4.8,21.5,45.4,2,2
1693021743,357.2,46.5,6.3,1.2,32.4,48.4,2,3
1693021744,247.0,74.4,2.1,0.8,22.2,42.2,2,2
1693021745,212.0,79.4,1.0,0.3,20.5,40.3,2,2
1693021746,233.7,81.5,2.4,2.5,20.3,41.2,2,2
1693021747,741.0,11.3,26.1,2.2,48.9,74.1,3,6
1693021748,283.7,51.5,3.4,0.4,25.4,47.2,2,3
1693021749,333.8,41.5,6.4,0.6,25.4,38.8,2,3
1693021750,230.3,82.3,2.5,0.8,21.1,53.4,2,2
1693021751,287.1,65.1,3.4,0.7,23.1,44.5,2,2
1693021752,230.3,87.3,2.6,0.6,22.0,46.7,2,2
1693021753,287.1,65.1,3.4,0.7,23.1,44.5,2,2
1693021754,360.5,44.7,6.6,1.6,20.3,28.0,2,2
1693021755,397.2,42.9,7.5,1.0,29.2,35.5,2,3
1693021756,417.2,41.5,8.7,2.4,25.2,32.8,2,3
1693021757,383.9,66.5,3.3,0.9,38.3,42.8,2,4
1693021758,460.6,26.5,13.7,2.7,15.1,19.0,1,2
1693021759,350.5,45.8,4.6,1.3,19.8,26.1,2,2
1693021760,263.7,42.9,4.1,2.6,6.8,11.6,1,1
1693021761,487.3,25.8,13.0,1.9,27.9,38.8,2,3
1693021762,403.9,33.6,9.6,4.2,29.4,43.6,2,3
1693021763,600.8,24.3,14.1,2.0,32.7,44.0,2,3
1693021764,620.8,4.5,20.2,3.3,26.5,37.4,2,3
1693021765,487.3,25.8,13.0,1.9,27.9,38.8,2,3
1693021766,560.8,21.3,21.9,3.9,28.2,42.5,2,3
1693021767,320.4,40.4,6.3,1.3,15.1,24.5,1,2
1693021768,377.2,37.2,6.8,0.7,19.5,24.8,2,2
1693021769,1028.1,12.0,28.1,4.8,58.9,76.3,3,7
1693021770,2243.0,0.1,28.1,5.7,315.7,378.7,6,10
1693021771,1762.4,10.1,26.4,6.0,258.9,323.7,6,10
1693021772,1895.9,3.2,36.3,6.3,289.0,353.6,6,10
1693021773,2109.5,0.6,48.7,13.5,351.8,406.2,6,10
1693021774,1815.8,2.3,31.2,7.1,209.0,292.8,5,10
1693021775,1642.2,0.7,21.4,3.1,250.2,300.6,5,10
1693021776,1308.4,14.8,22.3,6.3,160.1,205.3,5,10
1693021777,1668.9,2.6,29.5,5.1,220.0,289.6,5,10
1693021778,1869.2,0.0,36.3,4.1,186.9,262.3,5,10
1693021779,2189.6,0.0,31.5,2.7,291.1,343.4,6,10
1693021780,1602.2,0.2,31.2,5.6,178.5,251.2,5,10
1693021781,1735.7,17.7,51.4,17.9,250.8,298.4,6,10
1693021782,1682.3,0.5,25.7,8.0,267.7,309.5,6,10
1693021783,2777.1,1.7,63.8,24.1,382.9,442.0,6,10
1693021784,1094.8,0.5,29.1,3.7,78.5,127.1,4,10
1693021785,1762.4,4.0,33.2,4.2,270.4,342.8,6,10
1693021786,1628.9,6.8,23.7,2.4,228.3,283.3,5,10
1693021787,1628.9,6.3,25.4,15.5,149.0,167.4,4,10
1693021788,1922.6,10.8,42.5,11.9,306.1,363.5,6,10
1693021789,1615.5,30.4,27.4,10.1,215.9,281.5,5,10
1693021790,1628.9,6.8,23.7,2.4,228.3,283.3,5,10
1693021791,1094.8,7.2,11.0,2.1,279.0,319.0,6,10
1693021792,1495.4,10.4,21.3,2.4,204.3,261.0,5,10
1693021793,2056.1,0.6,34.6,4.5,212.5,278.4,5,10
1693021794,1682.3,4.9,27.1,7.5,214.4,263.3,5,10
1693021795,2403.3,0.5,68.6,24.1,321.1,380.5,6,10
1693021796,1041.4,1.1,20.1,1.2,108.8,167.0,4,10
1693021797,1695.6,1.1,33.2,8.6,215.6,272.6,5,10
1693021798,1815.8,1.0,21.9,3.2,223.9,273.0,5,10
1693021799,1922.6,17.9,32.2,17.2,280.2,338.9,6,10
1693021800,1588.8,0.1,11.8,2.6,206.1,247.4,5,10
1693021801,594.1,22.9,2.7,1.3,85.9,88.6,4,10
1693021802,680.9,24.0,6.9,2.0,105.0,129.0,4,10
1693021803,794.4,21.6,12.7,1.6,96.0,131.7,4,10
1693021804,754.4,31.1,9.3,3.4,141.0,169.4,4,10
1693021805,363.8,55.1,5.3,1.5,43.2,69.0,3,5
1693021806,1295.1,30.8,17.8,6.7,166.5,205.1,5,10
1693021807,2082.8,1.7,43.9,16.9,329.3,387.3,6,10
1693021808,2002.7,1.2,18.9,3.4,231.7,283.9,5,10
1693021809,2563.5,0.0,37.4,14.3,279.8,347.0,6,10
1693021810,407.2,37.9,5.5,1.8,45.0,71.0,3,5
1693021811,680.9,24.0,6.9,2.0,105.0,129.0,4,10
1693021812,1842.5,0.5,15.3,3.3,270.6,332.7,6,10
1693021813,1482.0,5.9,25.4,2.9,176.1,228.6,5,10
1693021814,1548.8,0.5,24.7,1.9,153.7,193.3,5,10
1693021815,1869.2,1.7,23.0,3.2,237.5,283.5,5,10
1693021816,1442.0,7.2,20.2,2.3,202.8,245.2,5,10
1693021817,1735.7,17.7,51.4,17.9,250.8,298.4,6,10
1693021818,5714.4,0.0,60.3,40.5,465.6,651.1,6,10
1693021819,1869.2,0.3,32.9,9.5,231.1,290.3,5,10
1693021820,801.1,13.6,7.8,2.8,78.7,88.9,4,10
1693021821,2109.5,0.1,48.0,12.6,288.4,345.0,6,10
1693021822,827.8,29.3,14.1,2.5,90.4,128.5,4,10
1693021823,1001.4,4.5,32.9,7.5,68.6,102.1,4,9
1693021824,487.3,25.0,28.5,45.3,48.3,58.3,3,6
1693021825,383.9,41.1,8.2,0.9,25.2,31.2,2,3
1693021826,440.6,28.3,7.2,1.3,29.4,33.5,2,3
1693021827,701.0,60.8,19.4,12.8,62.1,69.3,3,8
1693021828,247.0,41.8,3.2,1.9,5.4,11.0,1,1
1693021829,474.0,49.4,6.9,1.6,41.6,46.9,3,4
1693021830,377.2,39.0,7.5,5.2,22.6,29.2,2,2
1693021831,1842.5,0.1,18.5,3.9,184.7,241.8,5,10
1693021832,1295.1,30.8,17.8,6.7,166.5,205.1,5,10
1693021833,273.7,90.1,2.7,9.1,39.9,61.1,2,4
1693021834,600.8,12.3,12.2,0.7,65.5,94.4,4,9
1693021835,277.0,114.4,2.4,4.7,45.2,63.7,3,5
1693021836,2430.0,14.0,20.6,3.8,271.9,317.5,6,10
